Name,Symbol,Date,High,Low,Open,Close,Volume
Bitcoin,BTC,25/11/2017 23:59,8790.919922,8191.149902,8241.709961,8790.919922,4342060032
Bitcoin,BTC,26/11/2017 23:59,9522.929688,8775.589844,8789.040039,9330.549805,5475579904
Bitcoin,BTC,27/11/2017 23:59,9818.349609,9352.719727,9352.719727,9818.349609,5653320192
Bitcoin,BTC,28/11/2017 23:59,10125.7002,9736.299805,9823.429688,10058.7998,6348819968
Bitcoin,BTC,29/11/2017 23:59,11517.40039,9601.030273,10077.40039,9888.610352,11568799744
Bitcoin,BTC,30/11/2017 23:59,10801,9202.049805,9906.790039,10233.59961,8310689792
Bitcoin,BTC,01/12/2017 23:59,11046.7002,9694.650391,10198.59961,10975.59961,6783119872
Bitcoin,BTC,02/12/2017 23:59,11320.2002,10905.09961,10978.2998,11074.59961,5138500096
Bitcoin,BTC,03/12/2017 23:59,11858.7002,10862,11082.7002,11323.2002,6608309760
Bitcoin,BTC,04/12/2017 23:59,11657.2002,11081.7998,11315.40039,11657.2002,6132409856
Bitcoin,BTC,05/12/2017 23:59,12032,11604.59961,11685.7002,11916.7002,6895260160
Bitcoin,BTC,06/12/2017 23:59,14369.09961,11923.40039,11923.40039,14291.5,12656300032
Bitcoin,BTC,07/12/2017 23:59,17899.69922,14057.2998,14266.09961,17899.69922,17950699520
Bitcoin,BTC,08/12/2017 23:59,18353.40039,14336.90039,17802.90039,16569.40039,21135998976
Bitcoin,BTC,09/12/2017 23:59,16783,13674.90039,16523.30078,15178.2002,13911300096
Bitcoin,BTC,10/12/2017 23:59,15850.59961,13226.59961,15168.40039,15455.40039,13433299968
Bitcoin,BTC,11/12/2017 23:59,17513.90039,15404.7998,15427.40039,16936.80078,12153900032
Bitcoin,BTC,12/12/2017 23:59,17781.80078,16571.59961,16919.80078,17415.40039,14603799552
Bitcoin,BTC,13/12/2017 23:59,17653.09961,16039.7002,17500,16408.19922,12976900096
Bitcoin,BTC,14/12/2017 23:59,17085.80078,16185.90039,16384.59961,16564,13777399808
Bitcoin,BTC,15/12/2017 23:59,18154.09961,16601.30078,16601.30078,17706.90039,14309999616
Bitcoin,BTC,16/12/2017 23:59,19716.69922,17515.30078,17760.30078,19497.40039,12740599808
Bitcoin,BTC,17/12/2017 23:59,20089,18974.09961,19475.80078,19140.80078,13314599936
Bitcoin,BTC,18/12/2017 23:59,19371,18355.90039,19106.40039,19114.19922,14839499776
Bitcoin,BTC,19/12/2017 23:59,19177.80078,17275.40039,19118.30078,17776.69922,16894499840
Bitcoin,BTC,20/12/2017 23:59,17934.69922,16077.7002,17760.30078,16624.59961,22149699584
Bitcoin,BTC,21/12/2017 23:59,17567.69922,15342.7002,16642.40039,15802.90039,16516599808
Bitcoin,BTC,22/12/2017 23:59,15943.40039,11833,15898,13831.7998,22197999616
Bitcoin,BTC,23/12/2017 23:59,15603.2002,13828.7998,13948.7002,14699.2002,13086000128
Bitcoin,BTC,24/12/2017 23:59,14626,12747.7002,14608.2002,13925.7998,11572299776
Bitcoin,BTC,25/12/2017 23:59,14593,13448.90039,13995.90039,14026.59961,10664699904
Bitcoin,BTC,26/12/2017 23:59,16461.19922,14028.90039,14036.59961,16099.7998,13454300160
Bitcoin,BTC,27/12/2017 23:59,16930.90039,15114.2998,16163.5,15838.5,12487600128
Bitcoin,BTC,28/12/2017 23:59,15888.40039,13937.2998,15864.09961,14606.5,12336499712
Bitcoin,BTC,29/12/2017 23:59,15279,14307,14695.7998,14656.2002,13025500160
Bitcoin,BTC,30/12/2017 23:59,14681.90039,12350.09961,14681.90039,12952.2002,14452599808
Bitcoin,BTC,31/12/2017 23:59,14377.40039,12755.59961,12897.7002,14156.40039,12136299520
Bitcoin,BTC,01/01/2018 23:59,14112.2002,13154.7002,14112.2002,13657.2002,10291200000
Bitcoin,BTC,02/01/2018 23:59,15444.59961,13163.59961,13625,14982.09961,16846600192
Bitcoin,BTC,03/01/2018 23:59,15572.7998,14844.5,14978.2002,15201,16871900160
Bitcoin,BTC,04/01/2018 23:59,15739.7002,14522.2002,15270.7002,15599.2002,21783199744
Bitcoin,BTC,05/01/2018 23:59,17705.19922,15202.7998,15477.2002,17429.5,23840899072
Bitcoin,BTC,06/01/2018 23:59,17712.40039,16764.59961,17462.09961,17527,18314600448
Bitcoin,BTC,07/01/2018 23:59,17579.59961,16087.7002,17527.30078,16477.59961,15866000384
Bitcoin,BTC,08/01/2018 23:59,16537.90039,14208.2002,16476.19922,15170.09961,18413899776
Bitcoin,BTC,09/01/2018 23:59,15497.5,14424,15123.7002,14595.40039,16659999744
Bitcoin,BTC,10/01/2018 23:59,14973.2998,13691.2002,14588.5,14973.2998,18500800512
Bitcoin,BTC,11/01/2018 23:59,15018.7998,13105.90039,14968.2002,13405.7998,16534099968
Bitcoin,BTC,12/01/2018 23:59,14229.90039,13158.09961,13453.90039,13980.59961,12065699840
Bitcoin,BTC,13/01/2018 23:59,14659.5,13952.40039,13952.40039,14360.2002,12763599872
Bitcoin,BTC,14/01/2018 23:59,14511.7998,13268,14370.7998,13772,11084099584
Bitcoin,BTC,15/01/2018 23:59,14445.5,13641.7002,13767.2998,13819.7998,12750799872
Bitcoin,BTC,16/01/2018 23:59,13843.09961,10194.90039,13836.09961,11490.5,18853799936
Bitcoin,BTC,17/01/2018 23:59,11678,9402.290039,11431.09961,11188.59961,18830600192
Bitcoin,BTC,18/01/2018 23:59,12107.2998,10942.5,11198.7998,11474.90039,15020399616
Bitcoin,BTC,19/01/2018 23:59,11992.7998,11172.09961,11429.7998,11607.40039,10740400128
Bitcoin,BTC,20/01/2018 23:59,13103,11656.2002,11656.2002,12899.2002,11801700352
Bitcoin,BTC,21/01/2018 23:59,12895.90039,11288.2002,12889.2002,11600.09961,9935179776
Bitcoin,BTC,22/01/2018 23:59,11966.40039,10240.2002,11633.09961,10931.40039,10537400320
Bitcoin,BTC,23/01/2018 23:59,11377.59961,10129.7002,10944.5,10868.40039,9660609536
Bitcoin,BTC,24/01/2018 23:59,11501.40039,10639.7998,10903.40039,11359.40039,9940989952
Bitcoin,BTC,25/01/2018 23:59,11785.7002,11057.40039,11421.7002,11259.40039,8873169920
Bitcoin,BTC,26/01/2018 23:59,11656.7002,10470.2998,11256,11171.40039,9746199552
Bitcoin,BTC,27/01/2018 23:59,11614.90039,10989.2002,11174.90039,11440.7002,7583269888
Bitcoin,BTC,28/01/2018 23:59,12040.2998,11475.2998,11475.2998,11786.2998,8350360064
Bitcoin,BTC,29/01/2018 23:59,11875.59961,11179.2002,11755.5,11296.40039,7107359744
Bitcoin,BTC,30/01/2018 23:59,11307.2002,10036.2002,11306.7998,10106.2998,8637859840
Bitcoin,BTC,31/01/2018 23:59,10381.59961,9777.419922,10108.2002,10221.09961,8041160192
Bitcoin,BTC,01/02/2018 23:59,10288.7998,8812.280273,10237.2998,9170.540039,9959400448
Bitcoin,BTC,02/02/2018 23:59,9142.280273,7796.490234,9142.280273,8830.75,12726899712
Bitcoin,BTC,03/02/2018 23:59,9430.75,8251.629883,8852.120117,9174.910156,7263790080
Bitcoin,BTC,04/02/2018 23:59,9334.870117,8031.220215,9175.700195,8277.009766,7073549824
Bitcoin,BTC,05/02/2018 23:59,8364.839844,6756.680176,8270.540039,6955.27002,9285289984
Bitcoin,BTC,06/02/2018 23:59,7850.700195,6048.259766,7051.75,7754,13999800320
Bitcoin,BTC,07/02/2018 23:59,8509.110352,7236.790039,7755.490234,7621.299805,9169280000
Bitcoin,BTC,08/02/2018 23:59,8558.769531,7637.859863,7637.859863,8265.589844,9346750464
Bitcoin,BTC,09/02/2018 23:59,8736.980469,7884.709961,8271.839844,8736.980469,6784820224
Bitcoin,BTC,10/02/2018 23:59,9122.549805,8295.469727,8720.080078,8621.900391,7780960256
Bitcoin,BTC,11/02/2018 23:59,8616.129883,7931.100098,8616.129883,8129.970215,6122189824
Bitcoin,BTC,12/02/2018 23:59,8985.919922,8141.430176,8141.430176,8926.570313,6256439808
Bitcoin,BTC,13/02/2018 23:59,8958.469727,8455.410156,8926.719727,8598.30957,5696719872
Bitcoin,BTC,14/02/2018 23:59,9518.540039,8599.919922,8599.919922,9494.629883,7909819904
Bitcoin,BTC,15/02/2018 23:59,10234.7998,9395.580078,9488.320313,10166.40039,9062540288
Bitcoin,BTC,16/02/2018 23:59,10324.09961,9824.820313,10135.7002,10233.90039,7296159744
Bitcoin,BTC,17/02/2018 23:59,11139.5,10149.40039,10207.5,11112.7002,8660880384
Bitcoin,BTC,18/02/2018 23:59,11349.7998,10326,11123.40039,10551.7998,8744009728
Bitcoin,BTC,19/02/2018 23:59,11273.7998,10513.2002,10552.59961,11225.2998,7652089856
Bitcoin,BTC,20/02/2018 23:59,11958.5,11231.7998,11231.7998,11403.7002,9926540288
Bitcoin,BTC,21/02/2018 23:59,11418.5,10479.09961,11372.2002,10690.40039,9405339648
Bitcoin,BTC,22/02/2018 23:59,11039.09961,9939.089844,10660.40039,10005,8040079872
Bitcoin,BTC,23/02/2018 23:59,10487.2998,9734.55957,9937.070313,10301.09961,7739500032
Bitcoin,BTC,24/02/2018 23:59,10597.2002,9546.969727,10287.7002,9813.070313,6917929984
Bitcoin,BTC,25/02/2018 23:59,9923.219727,9407.05957,9796.419922,9664.730469,5706939904
Bitcoin,BTC,26/02/2018 23:59,10475,9501.730469,9669.429688,10366.7002,7287690240
Bitcoin,BTC,27/02/2018 23:59,10878.5,10246.09961,10393.90039,10725.59961,6966179840
Bitcoin,BTC,28/02/2018 23:59,11089.7998,10393.09961,10687.2002,10397.90039,6936189952
Bitcoin,BTC,01/03/2018 23:59,11052.2998,10352.7002,10385,10951,7317279744
Bitcoin,BTC,02/03/2018 23:59,11189,10850.09961,10977.40039,11086.40039,7620590080
Bitcoin,BTC,03/03/2018 23:59,11528.2002,11002.40039,11101.90039,11489.7002,6690570240
Bitcoin,BTC,04/03/2018 23:59,11512.59961,11136.09961,11497.40039,11512.59961,6084149760
Bitcoin,BTC,05/03/2018 23:59,11704.09961,11443.90039,11532.40039,11573.2998,6468539904
Bitcoin,BTC,06/03/2018 23:59,11500.09961,10694.2998,11500.09961,10779.90039,6832169984
Bitcoin,BTC,07/03/2018 23:59,10929.5,9692.120117,10803.90039,9965.570313,8797910016
Bitcoin,BTC,08/03/2018 23:59,10147.40039,9335.870117,9951.44043,9395.009766,7186089984
Bitcoin,BTC,09/03/2018 23:59,9466.349609,8513.030273,9414.69043,9337.549805,8704190464
Bitcoin,BTC,10/03/2018 23:59,9531.320313,8828.469727,9350.589844,8866,5386319872
Bitcoin,BTC,11/03/2018 23:59,9711.889648,8607.120117,8852.780273,9578.629883,6296370176
Bitcoin,BTC,12/03/2018 23:59,9937.5,8956.429688,9602.929688,9205.120117,6457399808
Bitcoin,BTC,13/03/2018 23:59,9470.379883,8958.19043,9173.040039,9194.849609,5991139840
Bitcoin,BTC,14/03/2018 23:59,9355.849609,8068.589844,9214.650391,8269.80957,6438230016
Bitcoin,BTC,15/03/2018 23:59,8428.349609,7783.049805,8290.759766,8300.860352,6834429952
Bitcoin,BTC,16/03/2018 23:59,8585.150391,8005.310059,8322.910156,8338.349609,5289379840
Bitcoin,BTC,17/03/2018 23:59,8346.530273,7812.819824,8321.910156,7916.879883,4426149888
Bitcoin,BTC,18/03/2018 23:59,8245.509766,7397.990234,7890.52002,8223.679688,6639190016
Bitcoin,BTC,19/03/2018 23:59,8675.870117,8182.399902,8344.120117,8630.650391,6729110016
Bitcoin,BTC,20/03/2018 23:59,9051.019531,8389.889648,8619.669922,8913.469727,6361789952
Bitcoin,BTC,21/03/2018 23:59,9177.370117,8846.330078,8937.480469,8929.280273,6043129856
Bitcoin,BTC,22/03/2018 23:59,9100.709961,8564.900391,8939.44043,8728.469727,5530390016
Bitcoin,BTC,23/03/2018 23:59,8879.620117,8360.620117,8736.25,8879.620117,5954120192
Bitcoin,BTC,24/03/2018 23:59,8996.179688,8665.700195,8901.950195,8668.120117,5664600064
Bitcoin,BTC,25/03/2018 23:59,8682.009766,8449.099609,8612.80957,8495.780273,4569880064
Bitcoin,BTC,26/03/2018 23:59,8530.080078,7921.430176,8498.469727,8209.400391,5921039872
Bitcoin,BTC,27/03/2018 23:59,8232.780273,7797.279785,8200,7833.040039,5378250240
Bitcoin,BTC,28/03/2018 23:59,8122.890137,7809.169922,7836.830078,7954.47998,4935289856
Bitcoin,BTC,29/03/2018 23:59,7994.330078,7081.379883,7979.069824,7165.700195,6361229824
Bitcoin,BTC,30/03/2018 23:59,7276.660156,6683.930176,7171.450195,6890.52002,6289509888
Bitcoin,BTC,31/03/2018 23:59,7207.850098,6863.52002,6892.47998,6973.529785,4553269760
Bitcoin,BTC,01/04/2018 23:59,7060.950195,6526.870117,7003.060059,6844.22998,4532100096
Bitcoin,BTC,02/04/2018 23:59,7135.470215,6816.580078,6844.859863,7083.799805,4333440000
Bitcoin,BTC,03/04/2018 23:59,7530.939941,7072.490234,7102.259766,7456.109863,5499700224
Bitcoin,BTC,04/04/2018 23:59,7469.879883,6803.879883,7456.410156,6853.839844,4936000000
Bitcoin,BTC,05/04/2018 23:59,6933.819824,6644.799805,6848.649902,6811.470215,5639320064
Bitcoin,BTC,06/04/2018 23:59,6857.490234,6575,6815.959961,6636.319824,3766810112
Bitcoin,BTC,07/04/2018 23:59,7050.540039,6630.509766,6630.509766,6911.089844,3976610048
Bitcoin,BTC,08/04/2018 23:59,7111.560059,6919.97998,6919.97998,7023.52002,3652499968
Bitcoin,BTC,09/04/2018 23:59,7178.109863,6661.990234,7044.319824,6770.72998,4894060032
Bitcoin,BTC,10/04/2018 23:59,6872.410156,6704.149902,6795.439941,6834.759766,4272750080
Bitcoin,BTC,11/04/2018 23:59,6968.319824,6817.589844,6843.470215,6968.319824,4641889792
Bitcoin,BTC,12/04/2018 23:59,7899.22998,6806.509766,6955.379883,7889.25,8906250240
Bitcoin,BTC,13/04/2018 23:59,8183.959961,7758.930176,7901.089844,7895.959961,7764460032
Bitcoin,BTC,14/04/2018 23:59,8140.709961,7846,7874.669922,7986.240234,5191430144
Bitcoin,BTC,15/04/2018 23:59,8338.419922,7999.330078,7999.330078,8329.110352,5244480000
Bitcoin,BTC,16/04/2018 23:59,8371.150391,7925.72998,8337.570313,8058.669922,5631309824
Bitcoin,BTC,17/04/2018 23:59,8285.959961,7881.720215,8071.660156,7902.089844,6900879872
Bitcoin,BTC,18/04/2018 23:59,8197.799805,7886.009766,7944.430176,8163.419922,6529909760
Bitcoin,BTC,19/04/2018 23:59,8298.69043,8138.779785,8159.27002,8294.30957,7063209984
Bitcoin,BTC,20/04/2018 23:59,8880.230469,8244.540039,8286.879883,8845.830078,8438110208
Bitcoin,BTC,21/04/2018 23:59,8997.570313,8652.150391,8848.790039,8895.580078,7548550144
Bitcoin,BTC,22/04/2018 23:59,9001.639648,8779.610352,8925.05957,8802.459961,6629899776
Bitcoin,BTC,23/04/2018 23:59,8958.549805,8788.80957,8794.389648,8930.879883,6925190144
Bitcoin,BTC,24/04/2018 23:59,9732.610352,8927.830078,8934.339844,9697.5,10678800384
Bitcoin,BTC,25/04/2018 23:59,9745.320313,8799.839844,9701.030273,8845.740234,11083100160
Bitcoin,BTC,26/04/2018 23:59,9281.509766,8727.089844,8867.320313,9281.509766,8970559488
Bitcoin,BTC,27/04/2018 23:59,9375.469727,8987.049805,9290.629883,8987.049805,7566289920
Bitcoin,BTC,28/04/2018 23:59,9412.089844,8931.990234,8939.269531,9348.480469,7805479936
Bitcoin,BTC,29/04/2018 23:59,9531.490234,9193.709961,9346.410156,9419.080078,8853000192
Bitcoin,BTC,30/04/2018 23:59,9477.139648,9166.80957,9426.110352,9240.549805,8673920000
Bitcoin,BTC,01/05/2018 23:59,9255.879883,8891.049805,9251.469727,9119.009766,7713019904
Bitcoin,BTC,02/05/2018 23:59,9256.519531,9015.139648,9104.599609,9235.919922,7558159872
Bitcoin,BTC,03/05/2018 23:59,9798.330078,9188.150391,9233.969727,9743.860352,10207299584
Bitcoin,BTC,04/05/2018 23:59,9779.200195,9585.959961,9695.5,9700.759766,8217829888
Bitcoin,BTC,05/05/2018 23:59,9964.5,9695.120117,9700.280273,9858.150391,7651939840
Bitcoin,BTC,06/05/2018 23:59,9940.139648,9465.25,9845.30957,9654.799805,7222280192
Bitcoin,BTC,07/05/2018 23:59,9665.849609,9231.530273,9645.669922,9373.009766,7394019840
Bitcoin,BTC,08/05/2018 23:59,9462.75,9127.769531,9380.870117,9234.820313,7415869952
Bitcoin,BTC,09/05/2018 23:59,9374.759766,9031.620117,9223.730469,9325.179688,7226890240
Bitcoin,BTC,10/05/2018 23:59,9396.040039,9040.519531,9325.959961,9043.94043,6906699776
Bitcoin,BTC,11/05/2018 23:59,9052.959961,8394.459961,9052.959961,8441.490234,8488520192
Bitcoin,BTC,12/05/2018 23:59,8664.860352,8223.5,8441.44043,8504.889648,6821380096
Bitcoin,BTC,13/05/2018 23:59,8773.549805,8395.120117,8515.490234,8723.94043,5866379776
Bitcoin,BTC,14/05/2018 23:59,8881.120117,8367.969727,8713.099609,8716.790039,7364149760
Bitcoin,BTC,15/05/2018 23:59,8836.19043,8456.450195,8705.19043,8510.379883,6705710080
Bitcoin,BTC,16/05/2018 23:59,8508.429688,8175.490234,8504.410156,8368.830078,6760220160
Bitcoin,BTC,17/05/2018 23:59,8445.540039,8054.120117,8370.049805,8094.319824,5862530048
Bitcoin,BTC,18/05/2018 23:59,8274.120117,7974.819824,8091.830078,8250.969727,5764190208
Bitcoin,BTC,19/05/2018 23:59,8372.05957,8183.350098,8255.730469,8247.179688,4712399872
Bitcoin,BTC,20/05/2018 23:59,8562.410156,8205.240234,8246.990234,8513.25,5191059968
Bitcoin,BTC,21/05/2018 23:59,8557.519531,8365.120117,8522.330078,8418.990234,5154990080
Bitcoin,BTC,22/05/2018 23:59,8423.25,8004.580078,8419.870117,8041.779785,5137010176
Bitcoin,BTC,23/05/2018 23:59,8054.660156,7507.879883,8037.080078,7557.819824,6491120128
Bitcoin,BTC,24/05/2018 23:59,7738.600098,7331.140137,7561.120117,7587.339844,6049220096
Bitcoin,BTC,25/05/2018 23:59,7659.140137,7392.649902,7592.299805,7480.140137,4867829760
Bitcoin,BTC,26/05/2018 23:59,7595.160156,7349.120117,7486.47998,7355.879883,4051539968
Bitcoin,BTC,27/05/2018 23:59,7381.740234,7270.959961,7362.080078,7368.220215,4056519936
Bitcoin,BTC,28/05/2018 23:59,7419.049805,7100.890137,7371.310059,7135.990234,5040600064
Bitcoin,BTC,29/05/2018 23:59,7526.419922,7090.680176,7129.459961,7472.589844,5662660096
Bitcoin,BTC,30/05/2018 23:59,7573.77002,7313.600098,7469.72998,7406.52002,4922540032
Bitcoin,BTC,31/05/2018 23:59,7608.899902,7361.129883,7406.149902,7494.169922,5127130112
Bitcoin,BTC,01/06/2018 23:59,7604.72998,7407.339844,7500.700195,7541.450195,4921460224
Bitcoin,BTC,02/06/2018 23:59,7695.830078,7497.259766,7536.720215,7643.450195,4939299840
Bitcoin,BTC,03/06/2018 23:59,7754.890137,7613.040039,7632.089844,7720.25,4851760128
Bitcoin,BTC,04/06/2018 23:59,7753.819824,7474.040039,7722.529785,7514.470215,4993169920
Bitcoin,BTC,05/06/2018 23:59,7643.22998,7397,7500.899902,7633.759766,4961739776
Bitcoin,BTC,06/06/2018 23:59,7680.430176,7502.009766,7625.970215,7653.97998,4692259840
Bitcoin,BTC,07/06/2018 23:59,7741.27002,7650.819824,7650.819824,7678.240234,4485799936
Bitcoin,BTC,08/06/2018 23:59,7698.189941,7558.399902,7685.140137,7624.919922,4227579904
Bitcoin,BTC,09/06/2018 23:59,7683.580078,7531.97998,7632.52002,7531.97998,3845220096
Bitcoin,BTC,10/06/2018 23:59,7499.549805,6709.069824,7499.549805,6786.02002,5804839936
Bitcoin,BTC,11/06/2018 23:59,6910.180176,6706.629883,6799.290039,6906.919922,4745269760
Bitcoin,BTC,12/06/2018 23:59,6907.959961,6542.080078,6905.819824,6582.359863,4654380032
Bitcoin,BTC,13/06/2018 23:59,6631.660156,6285.629883,6596.879883,6349.899902,5052349952
Bitcoin,BTC,14/06/2018 23:59,6707.140137,6334.459961,6342.75,6675.350098,5138710016
Bitcoin,BTC,15/06/2018 23:59,6681.080078,6433.870117,6674.080078,6456.580078,3955389952
Bitcoin,BTC,16/06/2018 23:59,6592.490234,6402.290039,6455.450195,6550.160156,3194170112
Bitcoin,BTC,17/06/2018 23:59,6589.109863,6499.27002,6545.529785,6499.27002,3104019968
Bitcoin,BTC,18/06/2018 23:59,6781.140137,6446.680176,6510.069824,6734.819824,4039200000
Bitcoin,BTC,19/06/2018 23:59,6822.5,6709.919922,6742.390137,6769.939941,4057029888
Bitcoin,BTC,20/06/2018 23:59,6821.560059,6611.879883,6770.759766,6776.549805,3888640000
Bitcoin,BTC,21/06/2018 23:59,6810.939941,6715.169922,6780.089844,6729.740234,3529129984
Bitcoin,BTC,22/06/2018 23:59,6747.080078,6006.600098,6737.879883,6083.689941,5079810048
Bitcoin,BTC,23/06/2018 23:59,6224.819824,6071.810059,6090.100098,6162.47998,3431360000
Bitcoin,BTC,24/06/2018 23:59,6223.779785,5826.410156,6164.279785,6173.22998,4566909952
Bitcoin,BTC,25/06/2018 23:59,6327.370117,6119.680176,6171.970215,6249.180176,5500810240
Bitcoin,BTC,26/06/2018 23:59,6290.160156,6093.669922,6253.549805,6093.669922,3279759872
Bitcoin,BTC,27/06/2018 23:59,6180,6052.850098,6084.399902,6157.129883,3296219904
Bitcoin,BTC,28/06/2018 23:59,6170.410156,5873.049805,6153.160156,5903.439941,3467800064
Bitcoin,BTC,29/06/2018 23:59,6261.660156,5835.75,5898.129883,6218.299805,3966230016
Bitcoin,BTC,30/06/2018 23:59,6465.509766,6214.220215,6214.220215,6404,4543860224
Bitcoin,BTC,01/07/2018 23:59,6432.850098,6289.290039,6411.680176,6385.819824,4788259840
Bitcoin,BTC,02/07/2018 23:59,6683.859863,6305.700195,6380.379883,6614.180176,4396930048
Bitcoin,BTC,03/07/2018 23:59,6671.370117,6447.75,6596.660156,6529.589844,4672309760
Bitcoin,BTC,04/07/2018 23:59,6771.919922,6450.459961,6550.870117,6597.549805,4176689920
Bitcoin,BTC,05/07/2018 23:59,6749.540039,6546.649902,6599.709961,6639.140137,4999240192
Bitcoin,BTC,06/07/2018 23:59,6700.939941,6533.549805,6638.689941,6673.5,4313959936
Bitcoin,BTC,07/07/2018 23:59,6863.990234,6579.240234,6668.709961,6856.930176,3961080064
Bitcoin,BTC,08/07/2018 23:59,6885.910156,6747.97998,6857.799805,6773.879883,3386210048
Bitcoin,BTC,09/07/2018 23:59,6838.680176,6724.339844,6775.080078,6741.75,3718129920
Bitcoin,BTC,10/07/2018 23:59,6767.740234,6320.720215,6739.209961,6329.950195,4052430080
Bitcoin,BTC,11/07/2018 23:59,6444.959961,6330.470215,6330.77002,6394.709961,3644859904
Bitcoin,BTC,12/07/2018 23:59,6397.100098,6136.419922,6396.779785,6228.810059,3770170112
Bitcoin,BTC,13/07/2018 23:59,6310.549805,6192.240234,6235.029785,6238.049805,3805400064
Bitcoin,BTC,14/07/2018 23:59,6298.189941,6212.220215,6247.5,6276.120117,2923670016
Bitcoin,BTC,15/07/2018 23:59,6403.459961,6256.509766,6272.700195,6359.640137,3285459968
Bitcoin,BTC,16/07/2018 23:59,6741.75,6357.009766,6357.009766,6741.75,4725799936
Bitcoin,BTC,17/07/2018 23:59,7387.240234,6684.169922,6739.649902,7321.040039,5961950208
Bitcoin,BTC,18/07/2018 23:59,7534.990234,7280.470215,7315.319824,7370.779785,6103410176
Bitcoin,BTC,19/07/2018 23:59,7494.459961,7295.459961,7378.200195,7466.859863,5111629824
Bitcoin,BTC,20/07/2018 23:59,7594.669922,7323.259766,7467.399902,7354.129883,4936869888
Bitcoin,BTC,21/07/2018 23:59,7437.640137,7262.410156,7352.720215,7419.290039,3726609920
Bitcoin,BTC,22/07/2018 23:59,7537.950195,7383.819824,7417.799805,7418.490234,3695460096
